language,id,text,file,node,lineNumber,lock,comment
nl,line:0606097,doctor: wat ben je aan het doen!,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,ForcingTheDoor,85,2f054cc2,
nl,line:01e3ddc,"oude man: wat denk je, ik ben mijn weg hieruit aan het maken.",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,ForcingTheDoor,86,34c11892,
nl,line:0b723d1,doctor: en waar is dat precies,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,ForcingTheDoor,87,892f01f1,Line metadata: lastline
nl,line:063bdf9,speler:blijf still,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,ForcingTheDoor,88,c04d96ad,
nl,line:0371756,"oude man: kom op, help me deze deur open te krijgen!",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,ForcingTheDoor,89,dec5597b,
nl,line:0913b6b,"jong persoon: het is nutteloos, denk je echt dat je door een metalen deur kan trappen!",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,ForcingTheDoor,90,61f2d5b2,
nl,line:02411ee,oude man: wat heb jij dan een beter idee!,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,ForcingTheDoor,91,70854cf1,
nl,line:0a09310,jong persoon: meschien lukt het me te lockpicken als we iets ervoor kunnen vinden,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,ForcingTheDoor,92,de436154,
nl,line:0e87bcf,speler: laten we een manier naar buiten vinden,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,ForcingTheDoor,93,1f34ad42,
nl,line:017d060,"oude man: kom op, help me deze deur open te krijgen!",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,ForcingTheDoor,94,dec5597b,
nl,line:080c4c6,"jong persoon: het is nutteloos, denk je echt dat je door een metalen deur kan trappen!",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,ForcingTheDoor,95,61f2d5b2,
nl,line:052af3e,oude man: what heb jij dan een beter idee!,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,ForcingTheDoor,96,70854cf1,
nl,line:02eef63,jong persoon: meschien lukt het me te lockpicken als we iets ervoor kunnen vinden,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,ForcingTheDoor,97,de436154,
nl,line:0dae314,oude man: eindelijk! Iemand die hier levend uit wilt komen,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Try_Help_Kickin,105,3faa9f66,
nl,line:04550db,"speler: prima, ik help je wel",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Try_Help_Kickin,105,63830f90,
nl,line:0e5e759,oude man: drie,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Try_Help_Kickin,108,e54d488a,
nl,line:019a3cf,oude man: twee,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Try_Help_Kickin,109,605844b7,
nl,line:095ffc1,oude man: een,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Try_Help_Kickin,110,94478285,
nl,line:0a53332,oude man: trap!,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Try_Help_Kickin,111,7295cb7a,
nl,line:08f3f99,speler: je duwt zo hard als je kunt,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Try_Help_Kickin,112,8b5c0480,
nl,line:043111e,"oude man: kut, dat doet pijn!",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Try_Help_Kickin,113,846fa22d,
nl,line:0892d4f,speler: zou dit werken?,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Interact_Camera,121,19b3d98a,
nl,line:0684be1,"jong persoon: ja, als je een van de draden los kan krijgen?",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Interact_Camera,123,41685be4,
nl,line:0957877,jong persoon: eeeeen klaar!,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Interact_Camera,126,94ba6679,
nl,line:006b9b4,iedereen: waar heb je dat geleert!?,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Interact_Camera,127,d300b181,
nl,line:03203ad,"jong persoon: ik ehm, ik weet het niet echt?",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Interact_Camera,128,2e2c6148,
nl,line:070aa44,"doctor: wat bedoel je, hoe kan je zoiets niet weten!",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Interact_Camera,129,2f5d3d17,
nl,line:0ad0e18,"jong persoon: ik lijk niks te herrinderen van voor deze kamer, jij?",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Interact_Camera,130,0b46b4c9,
nl,line:03818df,"doctor: natuurlijk, ik…",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Interact_Camera,131,8f845477,
nl,line:039feec,doctor: heb ik een psychische aanval ofz?,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Interact_Camera,132,1aa24292,
nl,line:08e576d,jong persoon: eeeen klaar!,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,LockPick_Door,143,f650a7fe,
nl,line:0c3b830,"jong persoon: de kust is vrij, er lijken geen mensen rond te zijn",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,155,a71a72b3,
nl,line:06bb1c6,"doctor: fijn ehm, nog suggesties voor waar we naartoe gaan?",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,156,d6713e0a,
nl,line:0af46e0,oude man: volgens de kaar is de uitgang rechts,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,157,fbe1e9f9,
nl,line:0c04d08,doctor: ik denk dat het handig is om zoveel mogelijk te leren over onze situatie door naar de controle kamer te gaan,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,158,26c74d19,
nl,line:0fa838f,"doctor: we weten niet eens Wie we zijn, waar zouden we naartoe gaan!",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,158,64f90f1a,
nl,line:06fc1a5,"oude man: hells nee, ik blijf hier nie langer dan ik hoef",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,159,b5ea43ea,
nl,line:0bb4148,speler: laat hem bij zichzelf gaan,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,161,d19cd2bd,
nl,line:00f5c81,"jong persoon: het is beter om samen te blijven, in onze situatie",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,162,70d2aedb,
nl,line:0531a6a,"doctor: het is beter zo, ik heb al genoeg hooftpijn",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,163,ef1e1f1b,
nl,line:0f70564,speler: wat vind jij?,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,166,3f717efe,
nl,line:04b0478,speler: laten we eerst naar de controle kamer gaan,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,167,9d7e70d0,
nl,line:0b202a6,speler: laat hem bij zichzelf gaan,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,167,ce8792a7,
nl,line:0833b6c,speler: probeer de man te overtuigen mee te gaan,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,168,8bbe8c79,
nl,line:059b68f,speler: ga naar de uitgang,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,172,389aa043,
nl,line:07f2d21,speler: laten we eerst naar de uitgang gaan,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,173,761cc49f,
nl,line:0e3fb01,speler: vraag het meisje wat haar mening is,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,173,71f9ba6a,
nl,line:0b6b36b,speler: probeer de man te overtuigen mee te gaan,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,176,c6422a8f,
nl,line:0eb0d52,"speler: het is beter om samen te blijven, in onze situatie, we komen daarna wel terug",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,177,43c9ea5d,
nl,line:0bde711,"oude man: okeyy, ik ga wel mee, voor nu",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,178,8bbe8c79,
nl,line:0c5a87b,"doctor: de deur lijkt op slot, zou je deze kunnen lockpicken?",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_Without,202,51679c29,
nl,line:0483a0e,jong persoon: ik kan geen passkey lockpicken sorry,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_Without,203,1b052db7,Line metadata: lastline
nl,line:08c8c09,speler:loop terug om de passkey te vinden,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_Without,205,e5861b06,
nl,line:095bb18,"jong persoon: laten we hierkijken, het lijkt een pauzekamer voor de hogere medewerkers",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_Without,209,ebca24dc,
nl,line:024de79,"oude man: ratel ratel, de deur lijkt op slot te zitten, hey meisie kan je erin breken",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,230,658a5054,
nl,line:066b0c5,jong persoon: gebruik dat nooit meer!,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,231,50e4452f,
nl,line:0866f79,jong persoon: maar nee ik kan geen passkeys lockpicken,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,232,c7668d5f,
nl,line:0983119,oude man: laten we nog een keer proberen de deur in te trappen,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,233,5a4c62d6,Line metadata: lastline
nl,line:0f814b5,speler: trap de deur in,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,234,13ae8527,
nl,line:088c564,"speler: sure, waarom niet ik heb nog wel ruimte voor wat extra blauwe plekken",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,235,1291da92,
nl,line:0b06a1c,oude man: drie,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,236,ca27ff41,
nl,line:031ba4c,oude man: twee,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,237,241faec1,
nl,line:0c66d12,oude man: een,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,238,3521a9eb,
nl,line:0e42d53,"speler: nou ja, we hebben het geprobeerd",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,239,e5359d6a,Line metadata: lastline
nl,line:0ebf90f,speler: loop terug om de passkey te vinden,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,240,e5861b06,
nl,line:0669424,"jong persoon: laten we hierkijken, het lijkt een pauzekamer voor de hogere medewerkers",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,245,ebca24dc,
nl,line:05a2461,speler: loop terug om de passkey te vinden,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,247,e5861b06,
nl,line:0541830,"jong persoon: laten we hierkijken, het lijkt een pauzekamer voor de hogere medewerkers",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,252,ebca24dc,
nl,line:01512ff,"doctor: goed, dan kijken we daar ",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Breakroom,259,5b335e1c,
nl,line:0a3685e,"speler: ehh hi, kan ik je helpen?",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,278,592813aa,
nl,line:06ea25a,jong persoon: ja natuurlijk,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,279,9ccbb0f0,
nl,line:06b216f,jong persoon: begin aan de andere kant van de rak dan werken we naar het midden,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,280,7a753220,
nl,line:0fbea3d,"jong persoon: … ik zou het fijn vinden als je me niet meisje noemt, het is natuurljk niet mijn naam al weet ik die op het moment niet",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,281,6f5e3e43,
nl,line:05e6286,"jong persoon: maar zelfs daarop, het voelt gewoon niet correct",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,282,2fce2f9a,
nl,line:086a33f,speler: wat zal ik je dan noemen?,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,283,ae866283,
nl,line:05218c7,"jong persoon: weet het niet echt, heb jij een idee?",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,284,9ca97875,Line metadata: lastline
nl,line:0983a35,speler: noem hun lucht (sky),F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,285,20b581f2,
nl,line:0f80ca5,"speler: wat vind je van sky, sinds het ons doel is dat te berijken",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,286,2d9a05cf,
nl,line:005f1e3,"jong persoon: dat is mooi, bedankt",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,288,cc0bcb59,
