language,id,text,file,node,lineNumber,lock,comment
en,line:40,investigate the lab,C:\Users\boanj\bloom\InteractiveStorytelling2526 - Copy\Assets\Dialogue\MyStoryScript.yarn,run_to_School,70,272fa6a4,
en,line:41,lily: this isnt just a normal high school lab. this is insanity,C:\Users\boanj\bloom\InteractiveStorytelling2526 - Copy\Assets\Dialogue\MyStoryScript.yarn,lab,76,55cf36e3,
en,line:42,winter:there... behind that wall of growth. that reactor core.,C:\Users\boanj\bloom\InteractiveStorytelling2526 - Copy\Assets\Dialogue\MyStoryScript.yarn,lab,77,1e909fc3,
en,line:43,winter: they were feeding the bloom with radiation and gene therapy,C:\Users\boanj\bloom\InteractiveStorytelling2526 - Copy\Assets\Dialogue\MyStoryScript.yarn,lab,78,f093c6c9,Line metadata: lastline
en,line:44,leave the lab,C:\Users\boanj\bloom\InteractiveStorytelling2526 - Copy\Assets\Dialogue\MyStoryScript.yarn,lab,79,b549f7c0,
en,line:45,narration: the pair step into the school. in front of them is a massive plant with a hollow stuffed vines that pulse like a heart,C:\Users\boanj\bloom\InteractiveStorytelling2526 - Copy\Assets\Dialogue\MyStoryScript.yarn,boss_plant,87,c1333983,
en,line:46,"lily: its alive, it knows were here",C:\Users\boanj\bloom\InteractiveStorytelling2526 - Copy\Assets\Dialogue\MyStoryScript.yarn,boss_plant,88,ec603359,
en,line:47,narration: lily screams and charges blade in hand. she hacks at the root wall. green ichor sprays,C:\Users\boanj\bloom\InteractiveStorytelling2526 - Copy\Assets\Dialogue\MyStoryScript.yarn,charge_at_the_bloom,101,2ae746eb,
en,line:48,narration: the chamer shakes violently. A high-pitched screech can be heard,C:\Users\boanj\bloom\InteractiveStorytelling2526 - Copy\Assets\Dialogue\MyStoryScript.yarn,charge_at_the_bloom,102,3aa24b20,
en,line:49,narration: she drives the blade deep into the pulsing heart. vines shriek flail and fall limp,C:\Users\boanj\bloom\InteractiveStorytelling2526 - Copy\Assets\Dialogue\MyStoryScript.yarn,charge_at_the_bloom,103,ea34247a,
en,line:50,winter: its... over?,C:\Users\boanj\bloom\InteractiveStorytelling2526 - Copy\Assets\Dialogue\MyStoryScript.yarn,charge_at_the_bloom,104,d9af78de,
en,line:51,lily: listen no rustling no whispering vines. just wind,C:\Users\boanj\bloom\InteractiveStorytelling2526 - Copy\Assets\Dialogue\MyStoryScript.yarn,charge_at_the_bloom,105,a8d0cdbd,
en,line:52,"the end:You found the root. You killed The Bloom. The last survivors live on, and the world may yet grow again.",C:\Users\boanj\bloom\InteractiveStorytelling2526 - Copy\Assets\Dialogue\MyStoryScript.yarn,charge_at_the_bloom,106,4da7a87f,
en,line:53,narration: liily and winter step forward and slowly approaches the bloom.,C:\Users\boanj\bloom\InteractiveStorytelling2526 - Copy\Assets\Dialogue\MyStoryScript.yarn,aprouch_the_bloom_slowly,111,638f6d2c,
en,line:54,"the end: in the blink of an eye theyre gone, they have been consumed",C:\Users\boanj\bloom\InteractiveStorytelling2526 - Copy\Assets\Dialogue\MyStoryScript.yarn,aprouch_the_bloom_slowly,112,13a58330,
