language,id,text,file,node,lineNumber,lock,comment
en,line:0c98097,doctor: not really no?,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,WakingUp,71,864f9da9,
en,line:0215e69,sound: klang!,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,ForcingTheDoor,82,5c015185,
en,line:0606097,doc: what are you doing!,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,ForcingTheDoor,85,2f054cc2,
en,line:01e3ddc,"old guy: what do you think, getting the hell out of here",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,ForcingTheDoor,86,34c11892,
en,line:0b723d1,doc: And where do you think that is exactly?,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,ForcingTheDoor,87,892f01f1,Line metadata: lastline
en,line:063bdf9,remain quiet,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,ForcingTheDoor,88,c04d96ad,
en,line:0371756,old guy: come on help me kick this door open!,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,ForcingTheDoor,89,dec5597b,
en,line:0913b6b,{0}: its pointless do you really think you can just kick in a metal door,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,ForcingTheDoor,90,61f2d5b2,
en,line:02411ee,old guy: what do you have any better ideas,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,ForcingTheDoor,91,70854cf1,
en,line:0a09310,{0}: i might be able to lockpick it if we can find something,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,ForcingTheDoor,92,de436154,
en,line:0e87bcf,lets find a way out,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,ForcingTheDoor,93,1f34ad42,
en,line:017d060,old guy: come on help me kick this door open!,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,ForcingTheDoor,94,dec5597b,
en,line:080c4c6,{0}: its pointless do you really think you can just kick in a metal door,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,ForcingTheDoor,95,61f2d5b2,
en,line:052af3e,old guy: what do you have any better ideas,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,ForcingTheDoor,96,70854cf1,
en,line:02eef63,{0}: i might be able to lockpick it if we can find something,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,ForcingTheDoor,97,de436154,
en,line:04550db,player: sure ill help,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Try_Help_Kickin,105,63830f90,
en,line:0dae314,guy: great someone here wants to get out alive,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Try_Help_Kickin,106,3faa9f66,
en,line:0e5e759,guy: 3,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Try_Help_Kickin,109,e54d488a,
en,line:019a3cf,guy: 2,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Try_Help_Kickin,110,605844b7,
en,line:095ffc1,guy: 1,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Try_Help_Kickin,111,94478285,
en,line:0a53332,guy: kick!,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Try_Help_Kickin,112,7295cb7a,
en,line:08f3f99,player: you push as hard as you can,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Try_Help_Kickin,113,8b5c0480,
en,line:043111e,guy: FUCK THAT HURTS,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Try_Help_Kickin,114,846fa22d,
en,line:0892d4f,player: would this work?,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Interact_Camera,122,19b3d98a,
en,line:0684be1,{0}: yeah if you can get one of the wires lose,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Interact_Camera,124,41685be4,
en,line:0957877,{0}: aaaaand done!,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Interact_Camera,127,94ba6679,
en,line:006b9b4,everyone: how are you able to do that!,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Interact_Camera,128,d300b181,
en,line:03203ad,{0}: i ugh i dont really know?,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Interact_Camera,129,2e2c6148,
en,line:070aa44,doc: what do you mean you dont know how could you not know something like that,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Interact_Camera,130,2f5d3d17,
en,line:0ad0e18,{0}: well i dont seem to remember anything before this room do you?,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Interact_Camera,131,0b46b4c9,
en,line:03818df,doc: ofc i do ive ... ...,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Interact_Camera,132,8f845477,
en,line:039feec,doc: am i having a phychotic break or smthing?,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Interact_Camera,133,1aa24292,
en,line:08e576d,{0}: andd done,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,LockPick_Door,144,f650a7fe,
en,line:0c3b830,{0}: well the coast is clear there dont seem to be any people arround,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,156,a71a72b3,
en,line:06bb1c6,"doc: great, uhm well any suggestions on where to go?",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,157,d6713e0a,
en,line:0af46e0,old guy: acording to the map the exit is right,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,158,fbe1e9f9,
en,line:0fa838f,"doc:  we dont even know who we are what are we going to do when we get out. WHERE are we goingt to go,",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,159,64f90f1a,
en,line:0c04d08,"doc: i think we should find out as much as possible by going to the control room,",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,160,26c74d19,
en,line:06fc1a5,old guy: fuck that i aint staying here any longer than i have to you either go with me or you dont,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,161,b5ea43ea,
en,line:0e9fd1b,{0}: what are  you going to do?,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,162,6826f136,Line metadata: lastline
en,line:0bb4148,leave the old guy,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,163,ce8792a7,
en,line:00f5c81,"{0}: its better to stick together, considering our circomstances",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,164,70d2aedb,
en,line:0531a6a,doc: i think it might be better this way i allready have enough of a headache.,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,165,ef1e1f1b,
en,line:0f70564,ask the girl what she thinks,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,168,71f9ba6a,
en,line:04b0478,{0}: lets go to the control room first but if anything ANYTHING is off were going with that old guys plan,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,169,9d7e70d0,
en,line:0833b6c,"old guy: fine ill stick with you for now, but the first chance i get im leaving",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,170,8bbe8c79,
en,line:059b68f,go to the exit,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,174,389aa043,
en,line:07f2d21,player: lets try the exit first,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,175,761cc49f,
en,line:0b6b36b,try to convince the old guy to come with,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,178,c6422a8f,
en,line:0eb0d52,"player: its better if we stick together, considering our circomstances, im sure well get back in no time",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,179,43c9ea5d,
en,line:0bde711,"old guy: fine ill stick with you for now, but the first chance i get im leaving",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Hallway,180,8bbe8c79,
en,line:0c5a87b,"doc: the door seems to be locked with a keycard, any chance you can repeat the same trick again?",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_Without,204,51679c29,
en,line:0483a0e,{0}: cant lockpick passkey sorry.,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_Without,205,1b052db7,Line metadata: lastline
en,line:08c8c09,walk back to try and find it,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_Without,207,e5861b06,
en,line:095bb18,{0}: how about this it looks like a breakroom for higherups,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_Without,211,ebca24dc,
en,line:024de79,old guy: rattle rattle the door seems locked hey girlie can you break into it,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,232,658a5054,
en,line:066b0c5,{0}: first off all never call me that again!,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,233,50e4452f,
en,line:0866f79,{0}: but no i cant just lockpick a passkey,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,234,c7668d5f,
en,line:0983119,old guy: well then lets try kicking it again,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,235,5a4c62d6,Line metadata: lastline
en,line:0f814b5,kick in the door again,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,236,13ae8527,
en,line:088c564,player: sure why not ive got space for a few more bruices,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,237,1291da92,
en,line:0b06a1c,old guy: 3,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,238,ca27ff41,
en,line:031ba4c,old guy: 2,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,239,241faec1,
en,line:0c66d12,old guy: 1,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,240,3521a9eb,
en,line:0e42d53,player: well we tried,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,241,e5359d6a,Line metadata: lastline
en,line:0ebf90f,walk back to try and find it,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,242,e5861b06,
en,line:0669424,{0}: how about this it looks like a breakroom for higherups,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,247,ebca24dc,
en,line:05a2461,walk back to try and find it,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,249,e5861b06,
en,line:0541830,{0}: how about this it looks like a breakroom for higherups,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Control_Room_With,254,ebca24dc,
en,line:01512ff,doc: good call,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Breakroom,261,1fc08a7a,
en,line:0a3685e,player: ehh hi? can i help you with something?,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,280,592813aa,
en,line:06ea25a,{0}: yeah ofc you can!,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,281,9ccbb0f0,
en,line:06b216f,{0}: start on the other side of the rack we will work our way to the middle,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,282,7a753220,
en,line:0fbea3d,young person: i would prefer if you didnt call me girl its obviously not my name tho i guess i dont even know it,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,283,6f5e3e43,
en,line:05e6286,young: but even ontop of that it just feels working,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,284,2fce2f9a,
en,line:086a33f,player: what would i call you then?,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,285,ae866283,
en,line:05218c7,young person: idk any good ideas?,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,286,9ca97875,Line metadata: lastline
en,line:0983a35,Call them sky,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,287,20b581f2,
en,line:0f80ca5,"how about sky, since thats what were trying to get to",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,288,2d9a05cf,
en,line:005f1e3,{0}: i like that ty,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,290,cc0bcb59,
en,line:00e9552,alex,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,292,4135aa9d,
en,line:05260b0,"player: what about alex, it seems like a nice name",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,293,5c24ed62,
en,line:0164b56,"{0}: i mean i cant think of anything better, itl have to do for now",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,295,90dcdd34,
en,line:0500649,{0}: thank you for understanding tho,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,296,94e7eeee,
en,line:046f65b,max,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,298,9baf3a40,
en,line:0bdd4d6,player: how about Sam does that suit you?,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,299,708cd3ae,
en,line:0b2c333,{0}: ha found something!!!,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,AfterNameChoice,308,6733d0a7,
en,line:0e7659c,doctor: i guess we just try it on the door then,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,AfterNameChoice,309,ab41a935,
en,line:0efded1,old guy: sigh,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,AfterNameChoice,312,876ba3a9,
en,line:0ad72e2,player: hey can i help you with something?,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_doctor,323,fd06dbf9,
en,line:0f89c54,doctor: oh yeah sure im just looking through some file cabinets,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_doctor,324,7ab63474,
en,line:09ed9b6,player: doesnt seem likely someone would put their keycard in there?,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_doctor,325,745caee9,
en,line:0050101,"doctor: well you never know besides why do you think we're here, and why us specifically",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_doctor,326,dfae59ed,
en,line:028d766,doctor: doesnt it bother you,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_doctor,327,4dfede5f,
en,line:0281bef,doctor: i want to get out of here obviously but if i find some answers along the way i wouldnt be mad,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_doctor,328,33be9e37,
en,line:077acf0,"doctor: like here this is the budget report, it seems an enormous ammount of their budget went into some clasified scientific project",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_doctor,329,adb5fcf5,
en,line:06137b7,player: does it have anything to do with what happened to us you think?,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_doctor,330,f73f7c3d,
en,line:00ad72b,doctor: it could but i didnt see any big apparatus where we were?,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_doctor,331,4289dd1f,
en,line:0dda235,player: FOUND IT!,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_doctor,332,c6e56179,
